Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Product ID
agnes-martin-paintings-writings-remembrances-88979,"Agnes Martin: Paintings, Writings, Remembrance","<p>Agnes Martin: Paintings, Writings, Remembrance</p>
<p>Book ID: 88979</p>",Phaidon,Book,,TRUE,,,,,,,'88979,0,shopify,,deny,manual,165,,TRUE,TRUE,'9780714859965,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9841290889
a-handbook-of-california-design-1930-1965-craftspeople-designers-manufacturers-93374,"A Handbook of California Design, 1930-1965, Craftspeople, Designers, Manufacturers.","<p>A Handbook of California Design, 1930-1965, Craftspeople, Designers, Manufacturers.</p>
<p>Book ID: 93374</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'93374,0,shopify,,deny,manual,34.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9865662025
aires-mateus-architecture-faculty-in-tournai,Aires Mateus: Architecture Faculty In Tournai,"<p>Aires Mateus: Architecture Faculty In Tournai</p>
<p>Book ID: S00475</p>",Idea,Book,bold_points_earned,TRUE,,,,,,,'S00475,0,shopify,,deny,manual,43,,TRUE,TRUE,'9788469743577,,,,FALSE,,,,,,,,,,,,,,,,,lb,,98354528265
airport-interiors-73236,Airport Interiors,"<p>Airport Interiors</p>
<p>Book ID: 73236</p>",Academy Press,Book,,TRUE,,,,,,,'73236,0,shopify,,deny,manual,75,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9805296009
air-structures-form-technique-99002,Air Structures (Form + Technique),"<p>Air Structures (Form + Technique)</p>
<p>Book ID: 99002</p>",Chronicle,Book,,TRUE,,,,,,,'99002,0,shopify,,deny,manual,14.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875900745
a-japanese-constellation-toyo-ito-sanaa-and-beyond-99408,"A Japanese Constellation: Toyo Ito, SANAA and Beyond.","<p>A Japanese Constellation: Toyo Ito, SANAA and Beyond.</p>
<p>Book ID: 99408</p>",DAP,Book,,TRUE,,,,,,,'99408,0,shopify,,deny,manual,55,0,TRUE,TRUE,'9781633450097,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875969929
a-journey-in-the-phantasmagorical-garden-of-apparitio-albinus,A Journey in the Phantasmagorical Garden of Apparitio Albinus,"<p>A Journey in the Phantasmagorical Garden of Apparitio Albinus</p>
<p>Book ID: S00432</p>",Gingko Press,Book,,TRUE,,,,,,,'S00432,0,shopify,,deny,manual,24.94,,TRUE,TRUE,'9781584236931,,,,FALSE,,,,,,,,,,,,,,,,,lb,,83155419145
albers-and-moholy-nagy-from-the-bauhaus-to-the-new-world-70786,Albers and Moholy-Nagy: From the Bauhaus to the New World,"<p>Albers and Moholy-Nagy: From the Bauhaus to the New World</p>
<p>Book ID: 70786</p>",Yale Univ. Press,Book,,TRUE,,,,,,,'70786,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9803013321
albert-frey-and-lina-bo-bardi,Albert Frey and Lina Bo Bardi: A Search for Living Architecture,"<p>Albert Frey and Lina Bo Bardi: A Search for Living Architecture</p>
<p>Book ID: S00085</p>",Penguin Random House,Book,,TRUE,,,,,,,'S00085,0,shopify,,deny,manual,49.95,,TRUE,TRUE,'9783791356754,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10265452361
alberto-campo-baeza-idea-light-and-gravity-82597,"Alberto Campo Baeza: Idea, Light and Gravity","<p>Alberto Campo Baeza: Idea, Light and Gravity</p>
<p>Book ID: 82597</p>",Idea,Book,,TRUE,,,,,,,'82597,0,shopify,,deny,manual,52.5,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9819526217
alberto-giacometti-a-biography-of-his-work,Alberto Giacometti:  A Biography of His Work,"<p>Alberto Giacometti:  A Biography of His Work</p>
<p>Book ID: 27219</p>",Flammarion,Book,,TRUE,,,,,,,'27219,0,shopify,,deny,manual,250,,TRUE,TRUE,'2080135120,,,,FALSE,,,,,,,,,,,,,,,,,lb,,69487263753
alberto-giacometti-yves-klein-in-search-of-the-absolute-101457,"Alberto Giacometti, Yves Klein: In Search of the Absolute.","<p>Alberto Giacometti, Yves Klein: In Search of the Absolute.</p>
<p>Book ID: 101457</p>",Penguin Random House,Book,,TRUE,,,,,,,'101457,0,shopify,,deny,manual,150,0,TRUE,TRUE,'9780847859269,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883416777
albrecht-durer-87080,Albrecht Durer,"<p>Albrecht Durer</p>
<p>Book ID: 87080</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'87080,0,shopify,,deny,manual,150,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9831627529
alcatraz-history-and-design-of-a-landmark-91322,Alcatraz: History and Design of a Landmark,"<p>Alcatraz: History and Design of a Landmark</p>
<p>Book ID: 91322</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'91322,0,shopify,,deny,manual,16.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9854577417
aldo-rossi-fukuoka,Aldo Rossi Fukuoka,"<p>Aldo Rossi Fukuoka</p>
<p>Book ID: P00046</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'P00046,0,shopify,,deny,manual,40,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10264208137
aldo-rossi-the-sketchbooks-1990-97,Aldo Rossi: The Sketchbooks 1990-97,"<p>Aldo Rossi: The Sketchbooks 1990-97</p>
<p>Book ID: 43932</p>",Thames and Hudson.,Book,,TRUE,,,,,,,'43932,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,0
aldo-van-eyck-98354,Aldo Van Eyck,"<p>Aldo Van Eyck</p>
<p>Book ID: 98354</p>",TriLiteral,Book,,TRUE,,,,,,,'98354,0,shopify,,deny,manual,65,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875743881
aldo-van-eyck-works-40953,Aldo Van Eyck: Works,"<p>Aldo Van Eyck: Works</p>
<p>Book ID: 40953</p>",Birkhauser.,Book,,TRUE,,,,,,,'40953,0,shopify,,deny,manual,120,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9362631369
alessandro-mendini-91181,Alessandro Mendini,"<p>Alessandro Mendini</p>
<p>Book ID: 91181</p>",DAP,Book,,TRUE,,,,,,,'91181,0,shopify,,deny,manual,40,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9854378057
alexander-calder-discipline-of-the-dance-100041,Alexander Calder: Discipline of the Dance,"<p>Alexander Calder: Discipline of the Dance</p>
<p>Book ID: 100041</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'100041,0,shopify,,deny,manual,55,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876135049
alexander-mcqueen-savage-beauty-101250,Alexander McQueen: Savage Beauty,"<p>Alexander McQueen: Savage Beauty</p>
<p>Book ID: 101250</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'101250,0,shopify,,deny,manual,50,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883330697
alex-arteaga-transient-senses,Alex Arteaga: Transient Senses,"<p>Alex Arteaga: Transient Senses</p>
<p>Book ID: S00535</p>",DAP,Book,,TRUE,,,,,,,'S00535,0,shopify,,deny,manual,22.5,,TRUE,TRUE,'9788416282678,,,,FALSE,,,,,,,,,,,,,,,,,lb,,1.30E+11
a-life-in-illustration-the-most-famous-illustrators-and-their-work-95393,A Life in Illustration: The Most Famous Illustrators and Their Work.,"<p>A Life in Illustration: The Most Famous Illustrators and Their Work.</p>
<p>Book ID: 95393</p>",Prestel,Book,,TRUE,,,,,,,'95393,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9866932169
alison-peter-smithson-italian-thoughts,Alison + Peter Smithson: Italian Thoughts,"<p>Alison + Peter Smithson: Italian Thoughts</p>
<p>Book ID: 12223</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'12223,0,shopify,,deny,manual,25,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9061185737
allan-wexler-absurd-thinking-between-art-and-design-100947,Allan Wexler: Absurd Thinking Between Art and Design,"<p>Allan Wexler: Absurd Thinking Between Art and Design</p>
<p>Book ID: 100947</p>",Prestel,Book,,TRUE,,,,,,,'100947,0,shopify,,deny,manual,50,,TRUE,TRUE,'9783037785164,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883132041
allborgarratten-the-right-to-the-city-as-a-swedish-tradition-101561,Allborgarratten: The Right To The City As A Swedish Tradition,"<p>Allborgarratten: The Right To The City As A Swedish Tradition</p>
<p>Book ID: 101561</p>",Idea,Book,,TRUE,,,,,,,'101561,0,shopify,,deny,manual,40,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883436105
all-by-myself-84977,All By Myself,"<p>All By Myself</p>
<p>Book ID: 84977</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'84977,0,shopify,,deny,manual,28,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9822873929
allied-works-archtiecture-dwelling,Allied Works Architecture: Dwelling,"<p>Allied Works Architecture: Dwelling</p>
<p>Book ID: S00455</p>",Rizzoli,Book,,TRUE,,,,,,,'S00455,0,shopify,,deny,manual,55,,TRUE,TRUE,'9780847860326,,,,FALSE,,,,,,,,,,,,,,,,,lb,,91859222537
alvar-aalto-furniture-and-glass,Alvar Aalto: Furniture and Glass,"<p>Alvar Aalto: Furniture and Glass</p>
<p>Book ID: P00043</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'P00043,0,shopify,,deny,manual,45,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10263356489
alvar-aalto-luonnos,Alvar Aalto: Luonnos,"<p>Alvar Aalto: Luonnos</p>
<p>Book ID: P00017</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'P00017,0,shopify,,deny,manual,50,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10098220553
alvar-aalto-museo,Alvar Aalto -museo,"<p>Alvar Aalto -museo</p>
<p>Book ID: P00050</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'P00050,0,shopify,,deny,manual,65,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10265266697
alvar-aalto-second-nature-97230,Alvar Aalto: Second Nature,"<p>Alvar Aalto: Second Nature</p>
<p>Book ID: 97230</p>",DAP,Book,,TRUE,,,,,,,'97230,0,shopify,,deny,manual,90,0,TRUE,TRUE,'9783931936938,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874808969
alvaro-siza-a-pool-on-the-beach-101612,Alvaro Siza: A Pool On The Beach,"<p>Alvaro Siza: A Pool On The Beach</p>
<p>Book ID: 101612</p>",Idea,Book,,TRUE,,,,,,,'101612,0,shopify,,deny,manual,50,,TRUE,TRUE,'9789899846234,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883448713
alvaro-siza-architectural-guide-built-projects,Alvaro Siza Architectural Guide: Built Projects,"<p>Alvaro Siza Architectural Guide: Built Projects</p>
<p>Book ID: S00467</p>",Idea,Book,,TRUE,,,,,,,'S00467,0,shopify,,deny,manual,44.5,,TRUE,TRUE,'9789899846241,,,,FALSE,,,,,,,,,,,,,,,,,lb,,98034253833
alvaro-siza-casa-beires,Alvaro Siza: Casa Beires,"<p>Alvaro Siza: Casa Beires</p>
<p>Book ID: S00476</p>",Idea,Book,bold_points_earned,TRUE,,,,,,,'S00476,0,shopify,,deny,manual,50,0,TRUE,TRUE,'9788469743560,,,,FALSE,,,,,,,,,,,,,,,,,lb,,98361278473
alvaro-siza-casa-de-cha-da-boa-nova-100708,Alvaro Siza: Casa De Cha Da Boa Nova,"<p>Alvaro Siza: Casa De Cha Da Boa Nova</p>
<p>Book ID: 100708</p>",IDEA,Book,,TRUE,,,,,,,'100708,0,shopify,,deny,manual,40,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883080585
a-mag-07-buchner-bruendler-architects-fuhrimann-haechler-architects-98878,a.mag 07: Buchner Bruendler Architects/Fuhrimann Haechler Architects,"<p>a.mag 07: Buchner Bruendler Architects/Fuhrimann Haechler Architects</p>
<p>Book ID: 98878</p>",Idea,Book,,TRUE,,,,,,,'98878,0,shopify,,deny,manual,48.5,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875821065
a-mag-08-aires-mateus-private-work-20-projects-100139,A.mag 08: Aires Mateus Private Work (20 Projects).,"<p>A.mag 08: Aires Mateus Private Work (20 Projects).</p>
<p>Book ID: 100139</p>",IDEA,Book,,TRUE,,,,,,,'100139,0,shopify,,deny,manual,55.5,,TRUE,TRUE,'9788460844730,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876235081
a-mag-10-costalopes-architects-101290,A.mag 10: Costalopes Architects,"<p>A.mag 10: Costalopes Architects</p>
<p>Book ID: 101290</p>",IDEA,Book,,TRUE,,,,,,,'101290,0,shopify,,deny,manual,46,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883374793
a-mag-11-bechter-zaffignani-innauer-matt-bernardo-bauer,A.mag 11: Bechter Zaffignani/ Innauer Matt/ Bernardo Bauer,"<p>A.mag 11: Bechter Zaffignani/ Innauer Matt/ Bernardo Bauer</p>
<p>Book ID: S00102</p>",Idea,Book,,TRUE,,,,,,,'S00102,0,shopify,,deny,manual,49,,TRUE,TRUE,'9788469743553,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10303411465
amazing-layout-design-98410,Amazing Layout Design,"<p>Amazing Layout Design</p>
<p>Book ID: 98410</p>",Gingko,Book,,TRUE,,,,,,,'98410,0,shopify,,deny,manual,39.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875753353
american-gardens-of-the-nineteenth-century-for-comfort-and-affluence-8962,"American Gardens of the Nineteenth Century:  ""For Comfort and Affluence.""","<p>American Gardens of the Nineteenth Century:  ""For Comfort and Affluence.""</p>
<p>Book ID: 8962</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'8962,0,shopify,,deny,manual,14.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9744624137
american-glamour-and-the-evolution-of-modern-architecture-83734,American Glamour and the Evolution of Modern Architecture,"<p>American Glamour and the Evolution of Modern Architecture</p>
<p>Book ID: 83734</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'83734,0,shopify,,deny,manual,65,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9822688137
american-homes,American Homes,"<p>American Homes</p>
<p>Book ID: S00234</p>",Flying Mind,Book,,TRUE,,,,,,,'S00234,0,shopify,,deny,manual,15,,TRUE,TRUE,'707541314497,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10456989193
american-idea-of-home,American Idea of Home: Conversations about Architecture and Design.,"<p>American Idea of Home: Conversations about Architecture and Design.</p>
<p>Book ID: S00313</p>",University of Texas Press,Book,,TRUE,,,,,,,'S00313,0,shopify,,deny,manual,27.95,,TRUE,TRUE,'9781477312865,,,,FALSE,,,,,,,,,,,,,,,,,lb,,26963771401
american-power-88734,American Power,"<p>American Power</p>
<p>Book ID: 88734</p>",Faherty,Book,,TRUE,,,,,,,'88734,0,shopify,,deny,manual,72,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9841258249
americas-painted-ladies-76216,America's Painted Ladies,"<p>America's Painted Ladies</p>
<p>Book ID: 76216</p>",Studio,Book,,TRUE,,,,,,,'76216,0,shopify,,deny,manual,34.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9812238473
amsterdam-school,Amsterdam School,"<p>Amsterdam School</p>
<p>Book ID: S00106</p>",Idea,Book,,TRUE,,,,,,,'S00106,0,shopify,,deny,manual,51,0,TRUE,TRUE,'9789461400567,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10326912393
an-architects-paris-9671,An Architect's Paris,"<p>An Architect's Paris</p>
<p>Book ID: 9671</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'9671,0,shopify,,deny,manual,17.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9744817865
an-architectural-guidebook-to-los-angeles-revised-and-updated-61918,"An Architectural Guidebook to Los Angeles, Revised and Updated","<p>An Architectural Guidebook to Los Angeles, Revised and Updated</p>
<p>Book ID: 61918</p>",GIbbs Smith,Book,,TRUE,,,,,,,'61918,0,shopify,,deny,manual,24.99,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9368376393
an-architectural-guidebook-to-san-francisco-and-the-bay-area-75709,An Architectural Guidebook to San Francisco and the Bay Area,"<p>An Architectural Guidebook to San Francisco and the Bay Area</p>
<p>Book ID: 75709</p>",Gibbs Smith,Book,,TRUE,,,,,,,'75709,0,shopify,,deny,manual,29.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9812028297
an-atlas-of-radical-cartography-77363,An Atlas of Radical Cartography,"<p>An Atlas of Radical Cartography</p>
<p>Book ID: 77363</p>",Journal of Aesthetics and Protest Press,Book,,TRUE,,,,,,,'77363,0,shopify,,deny,manual,35,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9814317001
an-a-z-of-type-designers-70787,An A-Z of Type Designers,"<p>An A-Z of Type Designers</p>
<p>Book ID: 70787</p>",Yale Univ. Press,Book,,TRUE,,,,,,,'70787,0,shopify,,deny,manual,35,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9803013513
ancient-wisdom-and-modern-knowhow-learning-to-live-with-uncertainty-94281,Ancient Wisdom and Modern Knowhow: Learning to Live with Uncertainty,"<p>Ancient Wisdom and Modern Knowhow: Learning to Live with Uncertainty</p>
<p>Book ID: 94281</p>",actar,Book,,TRUE,,,,,,,'94281,0,shopify,,deny,manual,39.95,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9866371913
ando-architect-and-architecture,ANDO Architect and Architecture,"<p>ANDO Architect and Architecture</p>
<p>Book ID: S00477</p>",Idea,Book,Invoice,TRUE,,,,,,,'S00477,0,shopify,,deny,manual,252.5,,TRUE,TRUE,'9784306046566,,,,FALSE,,,,,,,,,,,,,,,,,lb,,98365046793
andreas-gursky-photographs-from-1984-to-present-44383,Andreas Gursky: Photographs from 1984 to Present,"<p>Andreas Gursky: Photographs from 1984 to Present</p>
<p>Book ID: 44383</p>",te Neues.,Book,,TRUE,,,,,,,'44383,0,shopify,,deny,manual,75,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9363179913
andreas-uebel-material-101361,andreas uebel material,"<p>andreas uebel material</p>
<p>Book ID: 101361</p>",Unit Editions,Book,,TRUE,,,,,,,'101361,0,shopify,,deny,manual,65,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883391305
andrea-zittel-lay-of-my-land-89568,Andrea Zittel: Lay of My Land,"<p>Andrea Zittel: Lay of My Land</p>
<p>Book ID: 89568</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'89568,0,shopify,,deny,manual,39.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9841516233
andree-putman-complete-works-81859,Andree Putman: Complete Works,"<p>Andree Putman: Complete Works</p>
<p>Book ID: 81859</p>",Random House,Book,,TRUE,,,,,,,'81859,0,shopify,,deny,manual,85,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9819179593
andre-kertesz-the-polaroids-75007,Andre Kertesz: The Polaroids,"<p>Andre Kertesz: The Polaroids</p>
<p>Book ID: 75007</p>",W.W. Norton,Book,,TRUE,,,,,,,'75007,0,shopify,,deny,manual,35,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9806667913
andrew-zuckerman-music-101412,Andrew Zuckerman - Music,"<p>Andrew Zuckerman - Music</p>
<p>Book ID: 101412</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'101412,0,shopify,,deny,manual,50,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883402569
andy-goldsworthy-ephemeral-works-2004-2014-101251,Andy Goldsworthy: Ephemeral Works: 2004-2014,"<p>Andy Goldsworthy: Ephemeral Works: 2004-2014</p>
<p>Book ID: 101251</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'101251,0,shopify,,deny,manual,85,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883330825
an-eames-anthology-articles-film-scripts-interviews-letters-notes-and-speeches-98231,"An Eames Anthology: Articles, Film Scripts, Interviews, Letters, Notes, and Speeches","<p>An Eames Anthology: Articles, Film Scripts, Interviews, Letters, Notes, and Speeches</p>
<p>Book ID: 98231</p>",Triliteral,Book,,TRUE,,,,,,,'98231,0,shopify,,deny,manual,50,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874566153
an-everyday-modernism-the-houses-of-william-wurster-18117,An Everyday Modernism: The Houses of William Wurster,"<p>An Everyday Modernism: The Houses of William Wurster</p>
<p>Book ID: 18117</p>",S.F.M.O.M.A.,Book,,TRUE,,,,,,,'18117,0,shopify,,deny,manual,225,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9757889801
a-new-and-native-beauty-the-art-and-craft-of-greene-greene-79234,A New and Native Beauty: The Art and Craft of Greene & Greene,"<p>A New and Native Beauty: The Art and Craft of Greene & Greene</p>
<p>Book ID: 79234</p>",Merrell,Book,,TRUE,,,,,,,'79234,0,shopify,,deny,manual,75,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9814669129
a-new-urban-metabolism-86800,A New Urban Metabolism.,"<p>A New Urban Metabolism.</p>
<p>Book ID: 86800</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'86800,0,shopify,,deny,manual,29.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9824611273
angel-island-82968,Angel Island,"<p>Angel Island</p>
<p>Book ID: 82968</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'82968,0,shopify,,deny,manual,19.95,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9819821385
anni-albers-notebook-1970-1980,Anni Albers: Notebook 1970-1980,"<p>Anni Albers: Notebook 1970-1980</p>
<p>Book ID: S00506</p>",DAP,Book,,TRUE,,,,,,,'S00506,0,shopify,,deny,manual,30,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,1.19E+11
antebellum-homes-of-georgia-2248,Antebellum Homes of Georgia,"<p>Antebellum Homes of Georgia</p>
<p>Book ID: 2248</p>",LSU Press.,Book,,TRUE,,,,,,,'2248,0,shopify,,deny,manual,29.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9481658121
antoni-tapies-from-object-to-sculpture-1964-2009-95577,Antoni Tapies: From Object to Sculpture (1964-2009),"<p>Antoni Tapies: From Object to Sculpture (1964-2009)</p>
<p>Book ID: 95577</p>",NBN,Book,,TRUE,,,,,,,'95577,0,shopify,,deny,manual,52,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9866984841
a-pattern-language-towns-buildings-construction-4595,"A Pattern Language: Towns, Buildings, Construction","<p>A Pattern Language: Towns, Buildings, Construction</p>
<p>Book ID: 4595</p>",Oxford University Press.,Book,,TRUE,,,,,,,'4595,0,shopify,,deny,manual,65,,TRUE,TRUE,'9780195019193,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9732855241
a-pattern-language-towns-buildings-construction-88152,"A Pattern Language: Towns, Buildings, Construction.","<p>A Pattern Language: Towns, Buildings, Construction.</p>
<p>Book ID: 88152</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'88152,0,shopify,,deny,manual,35,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9841053321
a-p-c-laurent-deroo-architecte-101591,A.P.C. & Laurent Deroo Architecte,"<p>A.P.C. & Laurent Deroo Architecte</p>
<p>Book ID: 101591</p>",lda@laurentderooarchitecte,Book,,TRUE,,,,,,,'101591,0,shopify,,deny,manual,50,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883445641
a-p-c-transmission,A.P.C. Transmission,"<p>A.P.C. Transmission</p>
<p>Book ID: S00320</p>",Phaidon,Book,,TRUE,,,,,,,'S00320,0,shopify,,deny,manual,79.95,,TRUE,TRUE,'9780714874760,,,,FALSE,,,,,,,,,,,,,,,,,lb,,44463357961
a-performed-memoir-99026,A Performed Memoir,"<p>A Performed Memoir</p>
<p>Book ID: 99026</p>",bookshop@grahamfoundation.org,Book,,TRUE,,,,,,,'99026,0,shopify,,deny,manual,20,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875904905
approaching-nowhere-photographs-by-jeff-brouws-70711,Appropriate: The Houses of Joseph Esherick,"<p>Appropriate: The Houses of Joseph Esherick</p>
<p>Book ID: 64578</p>",William Stout Publishers.,Book,,TRUE,,,,,,,'64578,0,shopify,,deny,manual,65,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874709577
appropriate-the-houses-of-joseph-esherick-96827,Appropriate: The Houses of Joseph Esherick,"<p>Appropriate: The Houses of Joseph Esherick</p>
<p>Book ID: 96827</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'96827,0,shopify,,deny,manual,65,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874709577
a-precise-observation-of-hand-gestures-46302,A Precise Observation of Hand Gestures,"<p>A Precise Observation of Hand Gestures</p>
<p>Book ID: 46302</p>",Schule fÅ¸r Gestaltung Basel,Book,,TRUE,,,,,,,'46302,0,shopify,,deny,manual,25,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9770938825
apremont-a-french-folly-40337,Apremont : A French Folly,"<p>Apremont : A French Folly</p>
<p>Book ID: 40337</p>",Vendome.,Book,,TRUE,,,,,,,'40337,0,shopify,,deny,manual,18.95,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9362538953
araki-73378,Araki,"<p>Araki</p>
<p>Book ID: 73378</p>",Taschen.,Book,,TRUE,,,,,,,'73378,0,shopify,,deny,manual,80,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9805463177
